"No.","Time","Source","Destination","Protocol","Length","Info"
"1063","97.570620156","10.0.2.5","10.0.2.10","TCP","60","3546  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1064","97.570620226","10.0.2.5","10.0.2.10","TCP","60","16992  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1065","97.570681231","10.0.2.10","10.0.2.5","TCP","58","58019  >  1500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1066","97.570700437","10.0.2.10","10.0.2.5","TCP","58","58019  >  6156 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1067","97.570708532","10.0.2.10","10.0.2.5","TCP","58","58019  >  20005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1068","97.570793912","10.0.2.10","10.0.2.5","TCP","58","58019  >  34571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1069","97.570806215","10.0.2.10","10.0.2.5","TCP","58","58019  >  1071 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1070","97.570812938","10.0.2.10","10.0.2.5","TCP","58","58019  >  5950 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1071","97.570822095","10.0.2.10","10.0.2.5","TCP","58","58019  >  1043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1072","97.570829459","10.0.2.10","10.0.2.5","TCP","58","58019  >  52673 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1073","97.570837844","10.0.2.10","10.0.2.5","TCP","58","58019  >  1434 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1074","97.570957298","10.0.2.5","10.0.2.10","TCP","60","1500  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1075","97.571084757","10.0.2.5","10.0.2.10","TCP","60","6156  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1076","97.571084807","10.0.2.5","10.0.2.10","TCP","60","20005  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1077","97.571135392","10.0.2.5","10.0.2.10","TCP","60","34571  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1078","97.571201506","10.0.2.5","10.0.2.10","TCP","60","1071  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1079","97.571242032","10.0.2.10","10.0.2.5","TCP","58","58019  >  3920 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1080","97.571256740","10.0.2.10","10.0.2.5","TCP","58","58019  >  30718 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1081","97.571267570","10.0.2.10","10.0.2.5","TCP","58","58019  >  5903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1082","97.571329556","10.0.2.5","10.0.2.10","TCP","60","5950  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1083","97.571329636","10.0.2.5","10.0.2.10","TCP","60","1043  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1084","97.571329677","10.0.2.5","10.0.2.10","TCP","60","52673  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1085","97.571489276","10.0.2.5","10.0.2.10","TCP","60","1434  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1086","97.571489336","10.0.2.5","10.0.2.10","TCP","60","3920  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1087","97.571531335","10.0.2.10","10.0.2.5","TCP","58","58019  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1088","97.571546102","10.0.2.10","10.0.2.5","TCP","58","58019  >  4006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1089","97.571613148","10.0.2.5","10.0.2.10","TCP","60","30718  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1090","97.571613238","10.0.2.5","10.0.2.10","TCP","60","5903  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1091","97.571795530","10.0.2.5","10.0.2.10","TCP","60","60443  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1092","97.571795600","10.0.2.5","10.0.2.10","TCP","60","4006  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1093","97.571835716","10.0.2.10","10.0.2.5","TCP","58","58019  >  4224 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1094","97.571848139","10.0.2.10","10.0.2.5","TCP","58","58019  >  9103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1095","97.572157038","10.0.2.5","10.0.2.10","TCP","60","4224  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1096","97.572157128","10.0.2.5","10.0.2.10","TCP","60","9103  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1097","97.572334511","10.0.2.10","10.0.2.5","TCP","58","58019  >  880 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1098","97.572349038","10.0.2.10","10.0.2.5","TCP","58","58019  >  5054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1099","97.572355831","10.0.2.10","10.0.2.5","TCP","58","58019  >  2135 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1100","97.572363355","10.0.2.10","10.0.2.5","TCP","58","58019  >  8292 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1101","97.572369557","10.0.2.10","10.0.2.5","TCP","58","58019  >  1533 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1102","97.572376069","10.0.2.10","10.0.2.5","TCP","58","58019  >  1023 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1103","97.572385056","10.0.2.10","10.0.2.5","TCP","58","58019  >  3945 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1104","97.572391828","10.0.2.10","10.0.2.5","TCP","58","58019  >  1039 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1105","97.572399002","10.0.2.10","10.0.2.5","TCP","58","58019  >  5560 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1106","97.572569461","10.0.2.5","10.0.2.10","TCP","60","880  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1107","97.572676001","10.0.2.5","10.0.2.10","TCP","60","5054  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1108","97.572676071","10.0.2.5","10.0.2.10","TCP","60","2135  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1109","97.572676121","10.0.2.5","10.0.2.10","TCP","60","8292  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1110","97.572794243","10.0.2.5","10.0.2.10","TCP","60","1533  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1111","97.572794313","10.0.2.5","10.0.2.10","TCP","60","1023  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1112","97.572794363","10.0.2.5","10.0.2.10","TCP","60","3945  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1113","97.572903297","10.0.2.5","10.0.2.10","TCP","60","1039  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1114","97.572903398","10.0.2.5","10.0.2.10","TCP","60","5560  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1115","97.572944224","10.0.2.10","10.0.2.5","TCP","58","58019  >  5200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1116","97.572956878","10.0.2.10","10.0.2.5","TCP","58","58019  >  2106 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1117","97.572965815","10.0.2.10","10.0.2.5","TCP","58","58019  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1118","97.573034954","10.0.2.10","10.0.2.5","TCP","58","58019  >  1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1119","97.573265857","10.0.2.5","10.0.2.10","TCP","60","5200  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1120","97.573318656","10.0.2.5","10.0.2.10","TCP","60","2106  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1121","97.573353442","10.0.2.10","10.0.2.5","TCP","58","58019  >  15002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1122","97.573370113","10.0.2.10","10.0.2.5","TCP","58","58019  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1123","97.573381073","10.0.2.10","10.0.2.5","TCP","58","58019  >  10617 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1124","97.573547822","10.0.2.5","10.0.2.10","TCP","60","6000  >  58019 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"1125","97.573548023","10.0.2.5","10.0.2.10","TCP","60","1011  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1126","97.573578951","10.0.2.10","10.0.2.5","TCP","54","58019  >  6000 [RST] Seq=1 Win=0 Len=0"
"1127","97.573832546","10.0.2.5","10.0.2.10","TCP","60","15002  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1128","97.573832787","10.0.2.5","10.0.2.10","TCP","60","8084  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1129","97.573832877","10.0.2.5","10.0.2.10","TCP","60","10617  >  58019 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"1130","97.574919935","10.0.2.10","10.0.2.5","TCP","58","58019  >  2638 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1131","97.574966312","10.0.2.10","10.0.2.5","TCP","58","58019  >  1658 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1132","97.574980940","10.0.2.10","10.0.2.5","TCP","58","58019  >  2068 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1133","97.574995908","10.0.2.10","10.0.2.5","TCP","58","58019  >  50800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1134","97.575009523","10.0.2.10","10.0.2.5","TCP","58","58019  >  6969 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1135","97.575171697","10.0.2.10","10.0.2.5","TCP","58","58019  >  20222 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1136","97.575193939","10.0.2.10","10.0.2.5","TCP","58","58019  >  1047 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1137","97.575206633","10.0.2.10","10.0.2.5","TCP","58","58019  >  32778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1138","97.575218966","10.0.2.10","10.0.2.5","TCP","58","58019  >  2030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1139","97.575233062","10.0.2.10","10.0.2.5","TCP","58","58019  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"1140","97.575246538","10.0.2.10","10.0.2.5","TCP","58","58019  >  7103 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
